reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOG2c9LNk72L1aRHxrCxcpG77cokD1b_ZzMobslHi8HFcBmb5j3KqB_tlqXV0qxWtteZRK0W6g1XA_zlOg,Craig Silbaugh,https://play-lh.googleusercontent.com/-9DTbNfZl0Bo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckd6bVgrHye0UZ8PPrf8ilIr7ukGQ/photo.jpg,"Back up photos & videos About back up and sync Back up and sync is a storage service that automatically saves your photos and videos to your Google Account. These photos and videos will be accessible from any device where you are logged into your account. Benefits Before you get started What you need to back up photos & videos Types of RAW files you can back up Canon EOS-1D X Mark III, EOS-1D X Mark II, EOS-1D X, EOS-1Ds Mark III, EOS-1Ds Back II, EOS-1D Mark IV, EOS-1D Mark III, EOS-1D M",5,6,2.21.021.04.34,2021-01-23 12:04:03,,
gp:AOqpTOH1cPxXmOTTX-JmxEZ9c45Wx2buTrWAlHzLj19VpEb4VGVhjW1aQ3L8eWIsSq9EmUrJTf-QsKPsrBymDQ,Hassan Almaateeq,https://play-lh.googleusercontent.com/a-/AOh14Gg7C1M4PK0SDdxvlBHeTBAAU7lmKt38XqZtzsPcKw,Excellent application. But we always face a problem of editing a document while I'm the owner. It shows in view mode,5,2,2.21.081.03.40,2021-03-21 00:18:07,,
gp:AOqpTOH3U-4052oRQ6hYAlO4PzkRPD2IYh4f7d0CB_oUGP9e9M4wcd-sYsZq6UN_DSw_kcYG3WYnF54jgbQq0g,Amir Ghani,https://play-lh.googleusercontent.com/a-/AOh14GgrraHjebXqiSikGjxJDyNGNfkuk7tXgpfQHXLarg,It's a Google SD Card but it doesn't support download data fix it😀😞,5,0,2.21.101.06.34,2021-03-31 08:51:48,"Hi, Amir. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA. Hope this helps!",2021-02-26 19:44:36
gp:AOqpTOHbS-u1jIRwrjfp5jN8mQ9quup-ipCPDeqZstpKeEQDD2InfIwvQlzCnOjzQ4ZX9zGTyh2-3DN5tcNaJw,Al Jay Mejos,https://play-lh.googleusercontent.com/a-/AOh14GjmxkXLty-Qz3atfNhnRF3TNQFyWhahPSL4DVK9Nw,"Cannot upload photos and files from phone even after using different networks, whether wifi or mobile. Good thing developer responds to issues so I change my evaluation to 5⭐s. 🙂",5,0,2.21.047.02.45,2021-03-13 18:41:37,"Hi, Al Jay. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA. Hope this helps.",2021-03-06 20:07:10
gp:AOqpTOHU4PNmIVAByCPQgmPdZKC6-V1xIrkhEI5UXXRPT2Cx40np9V5t9ebBpndMfJk47L7PWry29aebjHR4dQ,Haider Ali,https://play-lh.googleusercontent.com/a-/AOh14Gjqmb7MFWWhe6BXQFFQOZcOt3AgO7581HLILpXxvw,It works very good. We can store all our data in one place and the free storage is also pretty cool. And i also loke the automatic system to save the files.,5,6,2.21.061.04.45,2021-03-10 22:49:57,,
gp:AOqpTOHov4NrtuZ38dxGlPwJDku2I6yh19dVGn4gSG23ulgEFA04FJX0x1fekz8bkN8zFF01C4Bub7Xm-ZJA8g,Christy Parsons,https://play-lh.googleusercontent.com/a-/AOh14GgvxUa5VIuK_NIxX5rzgYVGi5Mpyr2F0fwJZSWw,"I have no many songs, teenwolf episodes, and pictures from over the years that automatically go to my Google Drive. I don't know what I would do without it!",5,0,2.21.081.03.34,2021-04-06 11:45:10,,
gp:AOqpTOGVhiaEXnbbcjGWlbGaOJv4Mvm8CRBxoDB1ZMztzbo_HNAWX8HAMkkXmH-76XFXMan9aKaoRbF8JpxDbA,Hiba Bidar,https://play-lh.googleusercontent.com/a-/AOh14GgjZNbk0P7tMXmiivgamAcg3xLP1kFFu6ikBM0T,"A great app for storing your data. The visuals and the various functions and options that the app offer made my experience very fruitful, optimal and quite engaging.",5,8,2.21.021.04.34,2021-01-26 02:48:45,,
gp:AOqpTOGKRHQP9b1a-Gq2fFPqiVISbNmActbfWD606Atm1pWq9_VGyxD_2Ewzo_yqJ9TRw7X1iwLUpc-rbOWOIw,Deucalion Destruction,https://play-lh.googleusercontent.com/a-/AOh14GhEv4LaSKc9WSTJOK0f_CYzzmregP6hyKxdoWbAtA,"the fact that i and just the few friends i have can call or txt one another and say ""you need to see this clip or hear this song or even check out this pic ill DRIVE IT"" and i can pull up the drive and see or hear what ever it was not miss all the fun.",5,18,2.21.021.05.30,2021-02-10 13:03:30,,
gp:AOqpTOHN3IB54wQ6IRUJMb9QoZox5P_pHz8K1iCYR7GZRF-aS_0EmGvExOqhC7hbbFQN2EV0w8kO9fzCxdRUNQ,Geisel Anne Vibar,https://play-lh.googleusercontent.com/-SEUzEnuE_38/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck73IhSgL6mFfNwKji5qfru9IiRQg/photo.jpg,I love this app. It helps me send a files with no hesitations,5,0,2.21.101.06.33,2021-04-09 10:10:07,,
gp:AOqpTOHJs74EGinu5q1Ophp67dhAo7hlHMzrGEOOQgxgx0ZbYiYgb9W38vd0Mr8BuwhiQzuqK4qYvHLpUBIBeg,Zasbic Community Affinities,https://play-lh.googleusercontent.com/a-/AOh14GiZCIDzNZHGPW4Dp-e4JUzbhg1qLlmybx6kStWWHw,"The best free cloud storage around for me personally, as they provide you with 15 GB free storage compared to other cloud storage services. Thank you Google.",5,12,2.21.047.02.34,2021-02-24 01:18:40,,
gp:AOqpTOHRZ_acv2PUnu07fd1LBLKDDGaDqYPANTQQE8VhLcwlAnH4Fbbm_qMn1tB-Ud2YVZKIb4umXz0Edk_poQ,Crisha Arroyo,https://play-lh.googleusercontent.com/a-/AOh14GgS_3epOSs6BNzPftz1o9XQLcnUzk6kVkNoK-FxBw,I love that it has a huge storage even on a free ver. Very well organized. Easy to use and syncs with google classroom,5,3,2.21.081.03.44,2021-03-23 13:22:15,,
gp:AOqpTOGKu8nVIRfzX-z8nqiCBvWC0CyRWCZ15W_AvvgEVjEgl3xUXFpso9yN4woH7Q5Dnj9vGwKYYLadFavdxw,Nix,https://play-lh.googleusercontent.com/a-/AOh14Ghp_dgAb9LkYDuTTJV1dv7lXL_6InCR5gWNf2Uj,"Please add the ability to organize freely the order of the files in our drive since I'm in college and using it for storing chapters , and thank you for this great service keep up!",5,1,2.21.121.05.34,2021-04-08 06:14:57,,
gp:AOqpTOG68H8Nqr8j6EWxeeKKP9nbDsdWEp6qpA3xJRjfhPI8UACovND2htrW4OgGq5MEdsqkpMtydl1wTvoS9Q,Bob Linde,https://play-lh.googleusercontent.com/a-/AOh14GjnvV6Aq0n6NjBeoB0ID3TAcoqgT5Susg38W63yeg,"All has always been great, but I have dual Sim and all of a sudden Sim 2 goes out of service every now and then. What are the proper settings under dual Sim cards on app. Why would Sim 2 all of a sudden be giving me trouble? Please help out.",5,3,2.21.081.03.45,2021-03-14 03:16:54,,
gp:AOqpTOGHOjD2RlHjBhez3M_620Ku2sHK1sWejrsogrR4SdlnksM5Cf_DnfPJ7hRl5ks8HlIHs_hkXu5icSz5_Q,Ann Bugbee,https://play-lh.googleusercontent.com/-M9h6Lhc0Yks/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmSXwPvVtCH1-F-ijLD9K7G5iZ4EQ/photo.jpg,"I will be honest,Never EVEN DONE this before,But l SAW THE ROLLING STONES SET LIST,AND IF ANYTHING HAS TO DO WITH MY FAVORITE BAND,I AM ALL IN,HAVE NOT HEARD BUT ONE OF THIER SONGS YET,LOOKS LIKE IT WILL BE A GREAT LONG NIGHT,DON'T CARE,DON'T SLEEP GOOD,ANYWAY,AND HAD MUCH RATHER SPEND THESE RESTLESS NIGHTS,LISTENING, AND TAKING NOTES,OF AND FRIM THEIR SONGS,I AM WALTER BUGBEE, NOT PHONE SAVVY AT ALL,BUT I WILL TRY TO RESPOND BACK,GOTTA GET TO LISTENING, I AM VERY,VERY PRIVATE AND CAUTIOUS MAN,",5,5,2.21.081.03.34,2021-03-10 08:34:48,,
gp:AOqpTOH19gTYvKmarYx97jwdis7x1OUY2ULLODFXpKl7LRv0nYQt55l6ft3NcoH8NwHvc3AKXn-yPR2YckUwKw,RishiKiran B S,https://play-lh.googleusercontent.com/a-/AOh14GgDmOPqJKROop_tk9B0MoKAVMi6Oy40eZup0CfjaA,It is very important because I want to download windows but my device storage was 2 gb so I gone to google and free cloud storage and 1 of the most popular was drive so I downloaded it and resitered my account and got over 15 gb and I only need 6 gigs and you can buy more storage. I love drive thanks so so much google.,5,26,2.21.061.04.42,2021-02-19 15:57:56,,
gp:AOqpTOEznYZSZmRQosHAObWrlqgV8Kj_PHFw7M2CFD-bX5wxn3M4sDGX7eLEcDUYj5RXsBDiiw9Lb4zGfY_Ihg,tammy stone,https://play-lh.googleusercontent.com/-QM2JdYydlfQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclrfREpS8z_ZRF-mXlyDIG1PqKS1Q/photo.jpg,"Google is so verseratil and easy to use. I however, forget how to spell, but the app helps me out with that problem, as I'm getting older.",5,4,2.20.511.05.30,2021-03-07 14:32:16,,
gp:AOqpTOH773NrfP2B-jrkeE18-KECIBxIWALqOwaPZuUi-RpgOyOBE_OJL1tJeC-DNmjbo3C8e_gQQ85AjfC9Hw,Ganesh Chaturvedi,https://play-lh.googleusercontent.com/a-/AOh14GjufQtFxuXb-Tjlqm30VWZMAxZpENAR8xqWkp4K,Wonderful and working so nice I am ganesh chaturvedi And i am a singer so i write my songs and save it as a pdf file in Google Drive. Thanks google for it. 😊😊,5,0,2.21.101.06.34,2021-03-26 11:33:31,,
gp:AOqpTOFwLUXqfsycIqkoJHpGS_1jlf0NbfKcg_2rpVL9NSQFHKUv8I8KUNun-vWIZgert1uWI0YCF3YBQ1uweA,JASON CHARLES DYE,https://play-lh.googleusercontent.com/a-/AOh14GgdPJsLIwYXCFh5n48NK1iKmZNP8cfD41wTXck6,This is a good ap do your updates and any time you switch phones are loose a phone just use your back up from google drive back ups and youll get a kick in the pant's if not. He hee!!!!!,5,8,2.21.061.04.34,2021-03-06 03:27:14,,
gp:AOqpTOGIHvXB5xKU1AElXY5Cv8bsdLEh4daTw3V8cKP5lUSzMFotISTT3Rf4Yt7jSFjUG_uIclOWCuwdBv2QlA,ALBERT JAMES VADDAKKAN,https://play-lh.googleusercontent.com/a-/AOh14GgUQU_tY5HSV5E_WmOGqiUL6bF4fCC8aOnkS3E3nQ,Awesome It's good app to store photos and videos I am very excited to use this app One day I lost my important photos and I am very disappointed and sad to know that I lost but when I found that my photos and videos had automatically backed up here I was really what to say was outstanding 🥰🥰🥰,5,7,2.21.021.04.40,2021-02-04 12:27:33,,
gp:AOqpTOHM02smHxCOTNLFue826yN-xqgL2ZTJCdMcPt55qAxfFDaW9TI39jFq_2LqPdxfXEVweWm3EZhfspbBEA,Mike Jaynes,https://play-lh.googleusercontent.com/a-/AOh14GhzTcN2wqzRigHB5dQA6_eThOJNRD2X8uVQbn3baMc,"Never had a problem with the Android app, although the Windows version needs a major overhaul. The ""pdf scanner"" function is pretty useful",5,3,2.21.061.04.40,2021-03-04 06:45:44,,
gp:AOqpTOG8KEOfb_wXkLEfLMUgqYpEHoJQaXde16JsZG6d3avSQG2fPjStwhQlbRWLZTRaeqOb69PKrIRo27jyfQ,stanley maestas,https://play-lh.googleusercontent.com/a-/AOh14GiNyluIrLl4YH-AXLWHI4wkKrEPaWfh-_GqAnRd,"So far easy to use, but just starting I'm on one those self meditation online courses so I'm learning as I go",5,1,2.21.081.04.40,2021-03-18 10:17:40,,
gp:AOqpTOHeCdPxzpdEmTEb7Dr8IQSIt0L-6W2vJTeDuKV2a_37NfxrwOt5oohoRQohbHSoGIMCIZL4yghrCfuzlQ,Siddhi Agarwal,https://play-lh.googleusercontent.com/a-/AOh14GgBVXAyp4pK5IMLMAfw0oGH_nxsBwqGfp6H3aFE,This is amazing as i m using it with chromebook it provides me with extra features to. I m loving it. Go with it. You won't regret and even this will keep ur data as much long as u want.,5,5,2.21.081.03.34,2021-03-19 21:15:27,,
gp:AOqpTOGCZ0ihkjhYkkDUGTqyBAwgVOLzP0KQ8UwRlIjtESJYjb3rxabtQr8KUZ6zyur3itihVSghWxq2ZWO-4w,mehedi hasan,https://play-lh.googleusercontent.com/a-/AOh14GgYqrXb3Rba51adqcxdTLN1UEwNWeJJPekC6mGZ,"Everything is fine but I will make a special suggestion that since many people store a lot of valuable things in the drive, the password system should be introduced to increase its security.",5,1,2.21.021.04.33,2021-02-11 12:25:00,,
gp:AOqpTOE3elap53eJKhHw-vWoJflapKsqhKgp6XPcJeRaC8qktDPNHIR5kjZ7_twPqO284DCwk6NDE49az-TbMQ,Stali Duncan Kashweka,https://play-lh.googleusercontent.com/a-/AOh14Ggky2enzDEWY93lJ72QTddQPYVFEMkdDzOcNtCR5Q,Best app for savings all my data in case anything happens to my phone keep up the good work,5,0,2.21.101.06.35,2021-03-26 04:25:11,,
gp:AOqpTOEZcn29s5JsF4dh0G4VCpxhKQ2kr7-VbRqEN5dd-4ExKdmXmqFceJ6wNpX9SYR8RG7AA0RIY0wNur5UMA,SAEED Sir,https://play-lh.googleusercontent.com/a-/AOh14Giz-_qTvfFMyrBp_u2prkuVLRYN5tQDDnGnF4VIMg,All service R Ultimate...Voice assistant_maps& traffic_duo calling_Chrome the safest browser_drive for storage_shopping etc.,5,0,2.21.101.06.40,2021-04-06 14:49:30,,
gp:AOqpTOFvQdz5RP3h9X7bK8phZW86F7qBbhK8QL65XBO-DgrpF6Jo4U6NJjTvjfcDHXyDdKsnzJzBiptWdrsIQA,Aqib Naseem,https://play-lh.googleusercontent.com/a-/AOh14GjTirVDQLCaBpa0LRyKJxJMU9xxKdobuVkujRIf,Very useful application and easy-to-use. All your applications are good but I want you to create an application for clipboard. Please develop Google clipboard.,5,4,2.21.061.04.34,2021-02-23 23:34:06,,
gp:AOqpTOENgzNv0497qM9qkieHPrUKaJC_dn-QbcuDsnUIiZaTHqAusQnGTTsAR1fJJG12535mJHvFEkGcSvRtLA,Online Helper,https://play-lh.googleusercontent.com/a-/AOh14GjWBIe4-t8VauLCLsmNiXHf2OWVCjIJjhHt8H4tIA,"Good app. Earlier I gave it 3 star, asking Google for a relpy, now as I said I gave it 5 star, and also because of the app performance. I google sees this please reply",5,3,2.21.061.04.35,2021-03-09 08:33:10,Hi there. Have you tried to upload the file to Google Drive using a different network? Hope this helps!,2021-03-08 22:50:42
gp:AOqpTOGWN54Utw6KGMcb0JYT9DJJqUZRnFXm_mqjej58OlcO3OmNAMrSwAwjFc82LQ7rCRpcCDhc4aS2-TjwSQ,Soham Ayer,https://play-lh.googleusercontent.com/a-/AOh14Gh7xZ55SWP40tjYjM1ZyrLV-czhaXGyAMxQj0Iy,"This application is useful to make PDF and also I can download PDF to get me in offline. The experience was good . So, I rated it 5 stars 🤩.",5,11,2.21.081.03.44,2021-03-12 10:29:34,,
gp:AOqpTOEOg83OgOTAcwPFJEfWP9zL_-7HzWBM_GgkASgi4f4o5WJZ59Jgf-Zmp_PZcYbd1RiqsI1veDPrAjVE0A,Nick Maltby,https://play-lh.googleusercontent.com/-s4ryI7-lIFQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm76QJaNL1zH5KL-L4JVGNnRPZ9lw/photo.jpg,Great service!! Very easy to use.,5,0,2.21.121.05.45,2021-04-07 03:30:22,,
gp:AOqpTOEV-7YdnRpXZpFaXvuzyBy3wTasku_zF0vew3HU9pvL35fIIHFfH6csV6oGpuGkFupeQ1LkWx1QtIJ0qg,Gloria Lewis,https://play-lh.googleusercontent.com/a-/AOh14GhMZ289oyZAm4Ec83Q5VGW7JgPhRsqkzWkIjNgsFQ,"Very good App to have and use , it easier to keep your important files to keep in one place and it's secure. All info in one place.",5,22,2.21.041.03.40,2021-02-17 22:49:25,,
gp:AOqpTOG1vggGunOLFY8DnPdx-c5hzuwtS6m2sVREj-6nzgt6CM3LuKLe_L3hPAZbrdxjDDJg2My-pyLKl27qkg,Melissa Moon,https://play-lh.googleusercontent.com/-lkPsKERW2j8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucniofviY8jVULnPRw7ABx90G7WEVQ/photo.jpg,Love this app it great to have the free storage and access to things on and off line I make sure to let everyone I no about it because I never had a problem finding it or using it,5,6,2.21.061.04.30,2021-03-08 20:51:30,,
gp:AOqpTOEYYwUPPgUdvwLemhfl-k85b5DJabPa8DG5jUeQmDc66WKnouuK7L8Zp3N6lhZoU1W4Q7Jr5kJQARFWbQ,Norman Baker,https://play-lh.googleusercontent.com/-tNbpYQnO4mY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl_iX-_ztJtSSwlJYrhmMgLOhKauA/photo.jpg,Good App for storage. Unfortunately if you lose internet you can no longer access your photos even though it says you can go offline and see you storage.,5,4,2.21.061.04.45,2021-02-24 01:01:37,,
gp:AOqpTOEOWLBvSRGgkXJN1iCoVGkS9yLFaMHWTBKsAnY4YD9L7DQlmsjC7CJUgHV4b92UjBhRXEjOxFiETPLxHQ,Cajun Cat,https://play-lh.googleusercontent.com/a-/AOh14Gh5NR5ztS--hvq1fQVYp3qO-lP4q7TzZEzVHo0IpQ,"For those of you experiencing tech issues, Please do the following,delete cookies and cache,delete history on the web.Then please stop all apps running in the background.Especially games that you play.Turn your phone completely off,not the restart.Now start your phone and you can move files.",5,6,2.21.061.04.45,2021-02-23 08:31:11,,
gp:AOqpTOGcwoec_CBjQC0-2rL8n6HVBKbW92CTAggDhDaQnoNk9UXiz5dl3xLT-BDQ0hzzEE7Gp7qG3DOfwgFhvQ,Daren Race,https://play-lh.googleusercontent.com/a-/AOh14GjSb_M1QIVWNCM7_b8FztrIUhrEMbBet4QxHG-uHxQ,"Works great, the mobile version can do all the things the desktop can, very well designed and thought out. Switched from Dropbox to this.",5,4,2.21.041.03.40,2021-02-09 07:22:30,,
gp:AOqpTOEWM3SrRsOc9YSeCCVLs6TuJIAhU3dC29fk7THQ7YqVeVaVe69YrxagYoYPc2d16Kc6KyMq5QCQUjhY9g,Samuel Habte,https://play-lh.googleusercontent.com/-0vYw2B0DYNU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckzwzQMQYtUSprbiqwNBY6c51oBLg/photo.jpg,"Thanks really j am happy with google drive always, because it's safe.",5,0,2.21.101.06.40,2021-04-03 02:16:31,,
gp:AOqpTOHLzV4G1xovmv-9OcRP5w5RsxnEZH1YZCWfrjOSNgEIZ7bCYuadQeAjzm_yYSd2Pjp39F-eLZYUHG8ZOA,Lokpal ram,https://play-lh.googleusercontent.com/a-/AOh14Ggkervm4LZKaXGZdsLpY5XouGbB96VyJW2D9bqukQ,This app is very easy to save your PDF of best quality,5,1,2.21.081.04.44,2021-03-20 15:15:13,,
gp:AOqpTOEaJsmIMGLcU3zMFUuKIcoK_IIiphn3Flxk7w6Q9ZobjIqI0XvxZA3tzlp8XkxrI-vJ9dvZ-i7dfnXQPQ,Odirile Tshepiso Batlang,https://play-lh.googleusercontent.com/-fRSV4CZQIbQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckM1gV3S3_6xK3BdK2BaCPjWBCi3Q/photo.jpg,It is good and easy to use and helps one enjoy it well as well it helps one to learn new things,5,0,2.21.101.06.30,2021-03-26 11:36:12,,
gp:AOqpTOEgdck7g7VLTfzGVANl_Uk9Sio_WreAQ57El3eWHNQ0aPFvhutVa6wP-WYj0s6QfNrgqB-JGteHMoDK9w,Somjit Saha,https://play-lh.googleusercontent.com/a-/AOh14GgAKVLk_eDqxu2YvSCaVZZ2sJLiHzGbp4e7mSXB,Uploading error every time i tried to upload files but waiting for network or wifi. I tried several types of network & wifi. Still not working Thanks for Helping my problem was resolved & no issues to uploading files Thanks again,5,3,2.21.021.04.40,2021-01-26 06:17:44,"Hi, Somjit. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA. Hope this helps!",2021-01-26 05:54:37
gp:AOqpTOHGrrYSccHZx3OqOL-jqw6BrD0eI-zHNJeOuCz2j2Gtzg5Txh77-k-tmy4ZMd6XIuDbyGcb_ikaJhdUvw,Hussain Ali,https://play-lh.googleusercontent.com/a-/AOh14Gh1IHHmCOqZRWjTxHm-PFQMbuAdz-LwYMsB2xE1,Absolutely amazing no ads no charges though Android system is dependent on Google product but still the service provided by google is so satisfying and will be in future as well for sure.,5,5,2.21.061.04.45,2021-03-08 01:57:04,,
gp:AOqpTOEOX2i3ofML6lzWE67B249FMAUBUwGoXGWNVo_J7IO5DLsgBma0xfKMkS9SLhe9K5e1OY14j6ki0tOmMA,James Key,https://play-lh.googleusercontent.com/a-/AOh14GjDhcOzGd2L2SqL6iMslsqrvbuVhY5t4Tmic4GD,Still learning how to navigate through this app. So far i havent experienced any adverse issues with it. Performing as expected. Thanks Google for another fantastic app.,5,10,2.21.041.03.33,2021-02-12 05:34:04,,
gp:AOqpTOG9SzBPix7qI1iVFmdjELCqTGUu_tMKDabY5KHZ3X5EG6r7hqzw2tWwrs5Ydr2ufJTy32aRiKn0jBg-Fg,Christina Cambie,https://play-lh.googleusercontent.com/a-/AOh14GiroTNSU4cAcpFHerlm-teatJ8Zn_yHofAG6_PhP9I,Can't uninstall. The app now crashes every time I open it and I can't uninstall it. It's awesome when it works.,5,4,2.21.061.04.40,2021-03-08 02:04:53,,
gp:AOqpTOEU5OEEl1YzGBPfcym4rJ53JJvtiiCvo8MvrdCtwoT8EBuwoifgpntuhL5m76Otag8lhwEGvtuuwR7-yQ,Kevin Ray Springael,https://play-lh.googleusercontent.com/a-/AOh14GjJZgdXrgZFd-8PLPgG_RjGfkQKG9_QdXZxU9ZZjQ,Rated before 1 star but now is working great and very useful..recommend for download especially for people who have important files in their work that needed back up..,5,9,2.21.041.03.44,2021-02-14 06:48:17,,
gp:AOqpTOHKlqMq2cMHySfAzv4XPIPNTRz2WcQqB7eLIcAk5IhqYcKDx4agSw-dPqhHfBWclUqiWaDAiI4EFp5Mtw,Babulal Rajwade,https://play-lh.googleusercontent.com/a-/AOh14Gg60-c3mTvXsoV4m_5BCrLLtYj9IsA9AShLJIOWuQ,Love this Google... Drive store 16GB photo gallery & video every contect .......and documents save ..& secure......love you Goole,5,0,2.21.121.05.45,2021-04-09 17:20:46,,
gp:AOqpTOGFQ1xQLtUnuwAf44NJpsxq1V_CHgfY57ObbVwCS9p-lLRwRZ6N8IXx7-EN88AKTSH2b5q3dkh7F9TMGA,Anne Lewis,https://play-lh.googleusercontent.com/-tQoWiYvh5Yo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclxlGW3pztj2Nug_v9mCIiJl8tSJg/photo.jpg,My I really like Google photos for storage I really need you download and then upload them and my storage so my phone from work then I need to learn how to use the network but this is great for more storage 15 MB more storage,5,3,2.21.061.04.40,2021-03-07 13:30:01,,
gp:AOqpTOHx8dif4vQ6NDTcILel47cHL2vxcr6u1oX-Y5hIIHiXoU6XKXzYPC92WYxYO0ck2VVuvX6bKmuyIk7wXg,Juan Pablo Feliciano Báez,https://play-lh.googleusercontent.com/-B_1WNs3KsIA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl1RWsgmyECpn1cgihincHM7tt-CA/photo.jpg,All the access to my cloud resources from a single entry point. I really love the simplicity offered in user experience terms offered by this app.,5,5,2.21.041.03.45,2021-02-18 02:03:42,,
gp:AOqpTOGmX9ZKGQt02-e-umds8hnizVlx7FwhUdtvq2-0K_KErMtJleWUYFtIkJz83y2KiJ6izBVL4SEdBXQ7EQ,Hugh Porter,https://play-lh.googleusercontent.com/a-/AOh14GgZ4BoHu6mPYZgWIRyXqsj8CiwerSVGDfQGZkK11w,"Excellent, when trying to find the right document.",5,0,2.21.121.05.40,2021-04-12 06:39:19,,
gp:AOqpTOHYa3-PwnlLt79Fabbf0qmPN3iw-IEcsXl2gSzEM-PYYNHx04Cnopvmg2MrheEdIfBKUoDIIawqe8wlng,Andrew E. Whorrall,https://play-lh.googleusercontent.com/-gvzL90EeROc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmUzMXebWUv2ONVuLdWy9pnn8ymhw/photo.jpg,"My Favourite CloudStorage Solution, I Can Easily Mount An Account In Ubuntu And Access It As If It Were A Locally-Mounted Drive And Perform File-Management(s)&Backup(s) To Google-Drive.",5,13,2.21.041.03.33,2021-02-10 07:38:53,,
gp:AOqpTOEiDGEtwjy7kx3nkT2CHXp0q-1cJyhT6nZBokLiAaKqNrQMfWFmyIE1iiEXQq-6GOJb17opr8_GxyPGXA,Rajdeep Mondal,https://play-lh.googleusercontent.com/a-/AOh14GhKbyjzha231hxpw0fPJmCwpfPdIlFLUh9B0JPg3Q,"It is very beautiful and very helpful for me for store my documents like , audio, video, photos and PDF files..",5,6,2.21.047.02.34,2021-03-02 20:42:46,,
gp:AOqpTOFcgl6p8woGXGPtIiCe_oaS9CpawEnVGdG1d6P95Dpmv9QGWHrhtzTO2yNqur9ZwcAA2yUfFSdgEx1DKQ,Mary Currington,https://play-lh.googleusercontent.com/-giIlhwbS04I/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclag5IaKDeCBuzJVTmM9JRV4ZUCcA/photo.jpg,I am very satisfied with this app. It does everything it is supposed to. Try it. You won't be disappointed. Thanks developers.,5,0,2.21.101.06.30,2021-03-25 06:38:28,,
gp:AOqpTOFewNQDcrXYFcVnwONkVt4b2XalwHh0JAddJ4qqCDG4u6Hk3K0mXio_wHPpJUL0RjlIlJIDPQG8POP3JA,Trisha's Hub,https://play-lh.googleusercontent.com/a-/AOh14GjzrxvH3yry_2l2C9UIEivUCYhzY3j1Tje18D9rMA,"Amazing application! You can store any of your docs here in seperate folders and find them with real ease! I'm happy with Google Drive, would recommend installing it❤️",5,9,2.21.061.04.45,2021-02-28 10:25:07,,
gp:AOqpTOGzbPDRu5EZiJ4lWqrdN32FndrXuJwwJuKZ_mpzHFDWpiQpVbB9dI0LFvqIPaS1qI-IWUPhkxFBCXDcbg,Akashdip Mahapatra,https://play-lh.googleusercontent.com/a-/AOh14Gg1K59TEqZI5SUdOkY8DXCzZsdsnJbrhxhg5k4JSh0,"1 uninstall protected , 2 customisation Manu, 3 small size (20-60), to use any old and new phone, 4 more optimisation, for small RAM phones , 5 intelligently stop background use when not needed , Thank you ❤",5,4,2.21.081.03.40,2021-03-12 00:12:15,,
gp:AOqpTOF-ilrE57UE20NN_K5iSyjw7A-p0xPB_1B0RjaYB1soIE14MN78B9No6QTM0IyShC1bhpbiHj24zyCkQw,Prism Coaching Center,https://play-lh.googleusercontent.com/a-/AOh14Gg8LmA8JXTev4HABQash7kY-utqefsoml-o8bz2,Very good app. Work is easy with this app.,5,0,2.21.121.05.45,2021-04-13 12:38:26,,
gp:AOqpTOESbMtrcMBYeFFqPH0QZyacOBcETKtLjwXSw0sgMOZfbaBWEoNuaTyQH4uJYmBb_l-XbitpA4AAWRhVTA,Mohammed Aaqib Khan,https://play-lh.googleusercontent.com/a-/AOh14GjLIWzN7TinNaPJDZfC4X43oYHpM3Hwx6W5NF4GZCQ,Worst app for data backup... Shows synchronization error a lot. Can't upload any file...,5,1,2.21.081.03.45,2021-03-17 23:26:51,"Hi, Mohammed. Let's try resetting the app data. More info here (see ""Clear the app's cache"" section): https://goo.gl/gX7ctA. Hope this helps!",2021-03-17 22:59:38
